Name,Title,Betweenness Centrality,Closeness Centrality,Clustering Coefficient,Custom Menu Item Action,Custom Menu Item Text,Description,Eigenvector Centrality,Favorites,Followed,Followers,ID,Image File,In-Degree,Joined Twitter Date (UTC),Label,Layout Order,Location,louvain,Opacity,Out-Degree,PageRank,Reciprocated Vertex Pair Ratio,Shape,Size,Time Zone,Time Zone UTC Offset (Seconds),Tooltip,Tweets,Web,X,Y
Progress2day,Progress2day,2327.925994,0.000616,0.244322845417237,http://twitter.com/Progress2day,Open Twitter Page for This Person,True power comes from WE the people! Tweeting #WIunion #ALEC #Koch #P2 #OWS #TopProg #ConnectTheLeft #CTL,0.009105,1563,4167,4982,77,http://a0.twimg.com/profile_images/2815314721/1e40f281173cbe79e30320f99a5c9538_normal.jpeg,83,11/7/2010 3:24:44 AM,Progress2day,139.667821071035,FitzWalkerstan,2.0,99.5839133194508,63,2.433241,0.674418604651163,Image,329.705802620538,Central Time (US & Canada),-21600,"Progress2day

RT @NHLABOR_NEWS: Mark is a hero
to everyone. #wiunion “@Mozi_N:
ALEC is working to eliminate public
education (AB110) http://t.co/a9d0RCJh
#OWS #FB #My2K”",79526,,7187.72412109375,5929.80517578125
jodoservdeum7,jodoservdeum7,0.346723,0.000532,0.4,http://twitter.com/jodoservdeum7,Open Twitter Page for This Person,"Account Executive, within the Media Culture. Loves politic, animal advocate, knowlege seeker.",0.001041,2,103,56,544,http://a0.twimg.com/profile_images/1017890330/love_normal.jpg,4,6/7/2010 9:55:52 PM,jodoservdeum7,2.55869088317502,New York,2.0,99.9953229919489,7,0.340795,0.5,Image,15.5711611695604,,,"jodoservdeum7

RT @CAFalk: Please Share:Nominate
Paul Krugman for Treasury Secretary
http://t.co/m5PwXxVr @signon #Connecttheleft
#wiunion #p2 #ows #my2k #Forward",724,,7777.373046875,8343.1025390625
ccc1964,ccc1964,10.903847,0.00052,0.508333333333333,http://twitter.com/ccc1964,Open Twitter Page for This Person,,0.002587,74,2000,347,460,http://a0.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,10,7/23/2008 2:03:41 AM,ccc1964,10.6583167225309,,2.0,99.9710192536831,16,0.562273,0.5,Image,34.1284451042406,Quito,-18000,"ccc1964

RT @Mozi_N: CNN: Koch Brothers
Fund the Tea Party http://t.co/2EYpWFTy
#OWS #P2 #FB #p2p #My2K @Progress2day",7487,,7041.40234375,4159.0185546875
Panic_Report,Panic_Report,3464.876551,0.000622,0.167676767676768,http://twitter.com/Panic_Report,Open Twitter Page for This Person,"Blogger, patriot, veteran, fighting progressives every chance I get #TGDN #RedNationRising #LNYHBT",0.000136,234,1991,1725,54,http://a0.twimg.com/profile_images/3043159703/77c27ada46743354da2887f7e01bdd39_normal.jpeg,38,11/23/2012 5:21:10 PM,Panic_Report,49.0132459549448,In your face,1.0,99.8559314484249,50,2.338085,0.563636363636364,Image,122.004518169496,,,"Panic_Report

RT @Kerryepp: Ya think? “@Panic_Report:
#DearRegretfulOVoters Maybe listening
to Hollywood was a bad idea.” #my2k
#tcot",2073,http://panicbuttonreport.wordpress.com/,2388.29638671875,4346.884765625
BMarsenison,BMarsenison,0.347222,0.00047,0.5,http://twitter.com/BMarsenison,Open Twitter Page for This Person,"Happy wife & mom, business owner, Christian, conservative (& opinionated) writer: That's me.",8E-06,0,142,60,543,http://a0.twimg.com/profile_images/3075129139/1a2b5c3f65cb9bd3df34de8bb7c2714b_normal.jpeg,2,11/4/2012 12:58:03 PM,BMarsenison,2.67002594625895,,1.0,99.9949889199452,5,0.340881,0.25,Image,15.8262441102433,,,"BMarsenison

RT @Kerryepp: Ya think? “@Panic_Report:
#DearRegretfulOVoters Maybe listening
to Hollywood was a bad idea.” #my2k
#tcot",33,,2652.46899414063,8291.9365234375
adri16,adri16,46.06563,0.000539,0.242424242424242,http://twitter.com/adri16,Open Twitter Page for This Person,Tweets/RT's: Politics (Leftist/Izquierdista/de gauche); Public Education; College Admissions; Musica-Caribbean-Antillaise,0.001432,769,1785,904,387,http://a0.twimg.com/profile_images/2997804999/855fe89f343d66e0244bdc7fb52a2ce5_normal.jpeg,9,12/19/2008 12:26:19 AM,adri16,26.1617242569682,Los Angeles,2.0,99.9244997271745,11,0.495845,0.5,Image,69.6487445943329,Pacific Time (US & Canada),-28800,"adri16

RT @Mozi_N: CNN: Koch Brothers
Fund the Tea Party http://t.co/2EYpWFTy
#OWS #P2 #FB #p2p #My2K @Progress2day",15135,,8222.9794921875,7753.916015625
ZimJay,ZimJay,19.130686,0.000536,0.287878787878788,http://twitter.com/ZimJay,Open Twitter Page for This Person,Biofilm Maker.,0.001759,1492,1473,455,428,http://a0.twimg.com/profile_images/2176526869/e790f0c8-93da-43ac-ba9b-7d6f992d6f36_normal.png,8,1/12/2010 11:23:33 AM,ZimJay,13.664363425797,NJ,2.0,99.9619993095845,12,0.480561,0.5,Image,41.0156845026786,Eastern Time (US & Canada),-18000,"ZimJay

RT @Mozi_N: Papantonio: Koch Bros
Driving Up Gasoline Prices! http://t.co/ftpAoLBX
#OWS #My2K",9755,,8570.462890625,6683.9833984375
Papa_Gage,Papa_Gage,6.111056,0.000497,0.333333333333333,http://twitter.com/Papa_Gage,Open Twitter Page for This Person,"Teacher, artist and philosopher taking the scenic route on the path to enlightenment #Buddhism #OpCannabis 420  -Married to @The_Love_Kitty http://bit.ly/W1XpjS",0.000617,1071,952,998,479,http://a0.twimg.com/profile_images/3025889751/ce9207c52e0d4e0cbc2332eabe4de36a_normal.jpeg,2,5/8/2011 12:04:59 PM,Papa_Gage,28.7780982394405,麻 εмεЯ4ℓÐ ς¡τ¥ 麻,2.0,99.9166490350887,5,0.310471,0.25,Image,75.6431937003808,Eastern Time (US & Canada),-18000,"Papa_Gage

RT @Mozi_N: The Kochs, A Nazi Past,
Oil &amp; The Foundation of The
Right http://t.co/BWVshEjV #OWS
#FB #P2 #P2P Via http://t.co/iXerU938
#My2K #tcot",20628,http://killthestigma.tumblr.com/,8042.70947265625,3450.4375
hardknoxfirst,hardknoxfirst,559.980674,0.000556,0.218816067653277,http://twitter.com/hardknoxfirst,Open Twitter Page for This Person,"Liberal,supports law enforcement,guitarist, jack-of-all-trades-master of a few, trusts most animals more than most humans.Ovo-lacto-pescatarian.No Faux News!",0.004332,417,1430,5151,205,http://a0.twimg.com/profile_images/1421050066/Hendrix_with_cat_avatar_normal.png,43,2/26/2008 9:00:11 PM,hardknoxfirst,144.371727486331,"Columbus native, SE Ohio now.",2.0,99.5697987772965,9,1.364494,0.136363636363636,Image,340.48305686439,Eastern Time (US & Canada),-18000,"hardknoxfirst

RT @CAFalk: Robert Reich (The Hoax
of Entitlement Reform) http://t.co/yTpFTYpb
#Connecttheleft #p2 #wiunion #1u
#ows #my2k",180176,,7342.2294921875,7326.05908203125
janbroni,janbroni,342.949083,0.000557,0.263532763532764,http://twitter.com/janbroni,Open Twitter Page for This Person,"Animal, Environmental & Equal Rights. Music. Golf. Love my Packers, Badgers & Brewers.",0.003026,3452,867,540,244,http://a0.twimg.com/profile_images/2903160367/213a5f4a412482fe1a5d51b910517563_normal.png,23,9/3/2012 8:09:17 PM,janbroni,16.0302335163306,"Wisconsin, USA",2.0,99.9549002795069,27,0.928005,0.777777777777778,Image,46.43619699219,Central Time (US & Canada),-21600,"janbroni

“@CAFalk: Please Share:Robert Reich
(The Hoax of Entitlement Reform)
http://t.co/sCZwY8F0 #Connecttheleft
#p2 #wiunion #1u #ows #my2k” #3OC",3517,,7832.1923828125,7398.0234375
howard5591,howard5591,5.328827,0.000533,0.527272727272727,http://twitter.com/howard5591,Open Twitter Page for This Person,57 yrs old  Liberal enjoys tweeting w/ everyone -Autistic son. Married,0.001463,475,312,268,488,http://a0.twimg.com/profile_images/2895382374/da14fdbb934118c3f3b5a08abcd4bfb9_normal.jpeg,11,5/28/2012 8:22:32 AM,howard5591,8.45944922662331,roanoke virginia,2.0,99.9776171757553,9,0.420121,0.818181818181818,Image,29.0905570257536,Eastern Time (US & Canada),-18000,"howard5591

RT @Mozi_N: @roz233 The Kochs,
A Nazi Past, Oil &amp; The Foundation
of The Right http://t.co/BWVshEjV
#OWS #FB #P2 #P2P Via http://t.co/iXerU938
#My2K",6483,,6676.359375,4516.32763671875
TPNNtweets,TPNNtweets,3937.176884,0.000609,0.0803698435277383,http://twitter.com/TPNNtweets,Open Twitter Page for This Person,The Tea Party News Network (TPNN) is your source for the REAL News that you can trust!,8.4E-05,1759,2067,2124,43,http://a0.twimg.com/profile_images/2681060915/5883a885c30295434a4ffce626212fbc_normal.png,32,8/30/2012 6:39:16 PM,TPNNtweets,60.1189184975668,From Sea to Shining Sea,1.0,99.8226077660605,35,2.126111,0.710526315789474,Image,147.449041502614,Arizona,-25200,"TPNNtweets

#Obama supporters shocked, angry
at new tax increases http://t.co/IMpkeaf1
#ObamaTaxHikes #FiscalCliff #MY2K
#TeaParty #p2 #dems",503,http://www.tpnn.com,3161.990234375,6259.3251953125
Olgold96,Olgold96,430.155983,0.000607,0.128571428571429,http://twitter.com/Olgold96,Open Twitter Page for This Person,"Traditional Catholic, RN.",7.3E-05,51,1532,1553,223,http://a0.twimg.com/profile_images/2920587004/bf14c79529f9ad84ce065cec2d982c4f_normal.jpeg,10,2/25/2009 6:17:41 PM,Olgold96,44.2258382423358,Illinois & Wisconsin,1.0,99.8702965445819,20,0.957782,0.333333333333333,Image,111.035951720132,Central Time (US & Canada),-21600,"Olgold96

RT @TPNNtweets: #Obama supporters
shocked, angry at new tax increases
http://t.co/IMpkeaf1 #ObamaTaxHikes
#FiscalCliff #MY2K #TeaParty #p2
#dems",22228,,3315.24853515625,5680.04736328125
rpeter99,rpeter99,0,0.000484,0.5,http://twitter.com/rpeter99,Open Twitter Page for This Person,,6E-06,386,149,71,617,http://a0.twimg.com/profile_images/3066133643/fe63354d684c8f2e502b9651158cb201_normal.png,2,3/26/2009 9:14:42 PM,rpeter99,2.97619736973976,,1.0,99.9940702219352,3,0.32683,0.5,Image,16.5277221971213,Eastern Time (US & Canada),-18000,"rpeter99

RT @TPNNtweets: #Obama supporters
shocked, angry at new tax increases
http://t.co/IMpkeaf1 #ObamaTaxHikes
#FiscalCliff #MY2K #TeaParty #p2
#dems",3677,,1995.93701171875,7683.54296875
wdett,wdett,12.611096,0.000511,0.515151515151515,http://twitter.com/wdett,Open Twitter Page for This Person,"Why do progs want to turn America into a police state, where only the govt has guns.  Oh yeah, they love police states. Sorry kids, no such thing as FREE STUFF",2.8E-05,38,567,832,454,http://a0.twimg.com/profile_images/2302210745/NY-Post1_normal.jpg,11,7/11/2009 2:00:25 PM,wdett,24.1576931214574,Get off my lawn !,1.0,99.9305130232403,6,0.582124,0.25,Image,65.0572516620409,Mountain Time (US & Canada),-25200,"wdett

Hey #my2k, wassup ? Everything
ok ?",3701,,3365.4462890625,2667.701171875
Serg_Gonzo,Serg_Gonzo,18.199923,0.000541,0.388888888888889,http://twitter.com/Serg_Gonzo,Open Twitter Page for This Person,"Intrest in world politics, places of culture, live life, and laugh -Dem / Z-Left.. No DM- -2013 CTS-V-6.2-556HP- 
                                          -US-",0.001599,175,158,83,433,http://a0.twimg.com/profile_images/2997044266/eb8b60761719eeb875bf98d7836f101e_normal.jpeg,6,12/20/2012 1:18:01 AM,Serg_Gonzo,3.31020255899155,,2.0,99.9930680059242,11,0.437631,0.5,Image,17.2929710191699,Eastern Time (US & Canada),-18000,"Serg_Gonzo

RT @Mozi_N: @Serg_Gonzo The Kochs,
A Nazi Past, Oil &amp; The Foundation
of The Right http://t.co/BWVshEjV
#OWS #FB #P2 #P2P Via http://t.co/iXerU938
#My2K",666,,8607.2734375,6868.43994140625
Imadancer821,Imadancer821,1208.82729,0.00062,0.199326599326599,http://twitter.com/Imadancer821,Open Twitter Page for This Person,"I am a conservative woman who wants her country back, and sick and tired of our Constitution being by-passed and trampled upon.",0.000149,178,3715,3815,134,http://a0.twimg.com/profile_images/2803158341/3fb71659f9d30f554846fd64a8f149f1_normal.png,48,9/21/2009 1:44:47 PM,Imadancer821,107.185816416298,,1.0,99.6813788265164,43,2.123066,0.654545454545455,Image,255.285354676305,Central Time (US & Canada),-21600,"Imadancer821

RT @boogiefinger: Fast and Furious
#Obama Arms Cartel With #AssaultWeapons
http://t.co/qpzuUjKu http://t.co/aTOZ14Zp
#stribpol #lnyhbt #tcot #my2k #mtp
#p2",23141,,2271.89526367188,5066.994140625
lafloran,lafloran,871.326689,0.000586,0.309008286554397,http://twitter.com/lafloran,Open Twitter Page for This Person,"follow politics,liberal, love kind people, mom and wife,grandmom,.love reading history, political columns, especially by talented writers.",0.010282,733,2372,2511,176,http://a0.twimg.com/profile_images/2816165629/a1d054a325bd602078978a31d23debf5_normal.jpeg,76,1/24/2011 7:54:31 PM,lafloran,70.8905858509371,boston,2.0,99.7902862997071,79,2.35429,0.758620689655172,Image,172.128316013684,Eastern Time (US & Canada),-18000,"lafloran

RT @Mozi_N: AMERICA NEEDS TO KNOW
ABOUT ALEC! ALEC 101 with Lauren
Regan; http://t.co/5vRKSFVM #OWS
#My2K",40788,,7356.990234375,5466.1455078125
tootswee,tootswee,33.509467,0.000537,0.290909090909091,http://twitter.com/tootswee,Open Twitter Page for This Person,"retired educator/researcher...advocate for Indigenous Americans...mediocre artist...lover of books, music, and really good food...progressive politics",0.001177,27,337,154,399,http://a0.twimg.com/profile_images/1631295589/image_normal.jpg,9,10/28/2011 1:42:29 AM,tootswee,5.28639992873131,NC,2.0,99.9871382278594,12,0.477309,0.727272727272727,Image,21.8206932162912,,,"tootswee

RT @CAFalk: Please Share:Nominate
Paul Krugman for Treasury Secretary
http://t.co/m5PwXxVr @signon #Connecttheleft
#wiunion #p2 #ows #my2k #Forward",2915,,7738.71923828125,8345.9033203125
PattieCurran,PattieCurran,1981.211787,0.000619,0.231225296442688,http://twitter.com/PattieCurran,Open Twitter Page for This Person,"Army vet,conservative Catholic homeschooler. 2 boys have Shwachman-Diamond&Mitochondrial Disease. I oppose Obamacare & its HHS Mandate#PJNET",8.2E-05,1051,836,754,87,http://a0.twimg.com/profile_images/2892968722/023dbfc59d178980f76aa066d9fd0ed3_normal.jpeg,19,1/3/2012 5:53:26 PM,PattieCurran,21.9866593913208,North Carolina,1.0,99.9370274273115,16,1.162099,0.434782608695652,Image,60.0831343187246,,,"PattieCurran

Why does @BarackObama care about
#My2K from Bush tax cuts &amp;
not #My2K from #Obamacare that
hurts families like ours w/ sick
kids? #PJNET",3829,http://www.catholicteapartyhippie.blogspot.com,2573.87524414063,6749.46826171875
JaseSayre,JaseSayre,0.729167,0.000494,0.333333333333333,http://twitter.com/JaseSayre,Open Twitter Page for This Person,"Alabama Republican State Executive member, Christian, Conservative, Pro-Israel Activist (CUFI), Public Speaker, Writer, Apple/GBTV fan.",9E-06,2,317,158,536,http://a0.twimg.com/profile_images/2996028129/bea41ae42c3419b39c8beff296b0b14d_normal.jpeg,3,8/17/2011 4:15:36 AM,JaseSayre,5.39773499181524,,1.0,99.9868041558557,3,0.339505,0.333333333333333,Image,22.0757761569741,Central Time (US & Canada),-21600,"JaseSayre

RT @TPNNtweets: #Obama supporters
shocked, angry at new tax increases
http://t.co/IMpkeaf1 #ObamaTaxHikes
#FiscalCliff #MY2K #TeaParty #p2
#dems",557,,2649.59448242188,1993.77575683594
AaronLefort,AaronLefort,0,0.000439,0,http://twitter.com/AaronLefort,Open Twitter Page for This Person,Christian. Husband. Conservative. Data Analyst.  Phillies Phanatic,2E-06,14,565,90,618,http://a0.twimg.com/profile_images/1994645793/image_normal.jpg,1,5/11/2011 1:00:31 AM,AaronLefort,3.50503891938843,,1.0,99.9924833799178,2,0.341458,0,Image,17.739366165365,Eastern Time (US & Canada),-18000,"AaronLefort

RT @TPNNtweets: #Obama supporters
shocked, angry at new tax increases
http://t.co/IMpkeaf1 #ObamaTaxHikes
#FiscalCliff #MY2K #TeaParty #p2
#dems",1526,,3271.95556640625,9097.6953125
auntoona,auntoona,0.239286,0.000454,0.5,http://twitter.com/auntoona,Open Twitter Page for This Person,Unicorn,0.000541,280,161,188,548,http://a0.twimg.com/profile_images/3057308934/ca734bfe492bf2957e5e923a93543982_normal.jpeg,5,9/1/2011 8:13:31 PM,auntoona,6.23274796494471,Small town S.Il.,2.0,99.9842986158283,5,0.296592,1,Image,23.9888982120958,,,"auntoona

RT @Mozi_N: @KlassenL The Kochs,
A Nazi Past, Oil &amp; The Foundation
of The Right http://t.co/BWVshEjV
#OWS #FB #P2 #P2P Via http://t.co/iXerU938
#My2K",9359,,7241.7041015625,3087.15576171875
Genie2,Genie2,0.297222,0.000471,0.5,http://twitter.com/Genie2,Open Twitter Page for This Person,"Believer in teachings of Jesus Christ, retired educator, wife of one, mom of two, politics junkie (MSNBC perspective), sci-fi fan",0.000967,60,147,103,546,http://a0.twimg.com/profile_images/2667406403/8149568a203b3e5aa68531ba222170bd_normal.jpeg,6,11/13/2008 3:40:22 PM,Genie2,3.8668778744112,Florida,2.0,99.9913976459059,7,0.336558,0.833333333333333,Image,18.5683857225844,,,"Genie2

RT @Mozi_N: Hey @StateFarm We will
NOT purchaseYOURproducts until
U STOP $$ support of ALEC.Sever
ties w/ALEC NOW! #OWS #connecttheleft
#FB #My2K",4401,,6415.4345703125,4864.1298828125
GABBI4CHRIST,GABBI4CHRIST,1301.805899,0.000494,0.05,http://twitter.com/GABBI4CHRIST,Open Twitter Page for This Person,"Spirit Filled Jesus Loving Christian, Republican, We the people...., fighting to uphold the Constitution and Christian rights! #AVON Representative",8E-06,8,294,115,125,http://a0.twimg.com/profile_images/1676227999/DCP_2013_normal.JPG,3,3/5/2009 6:55:20 PM,GABBI4CHRIST,4.20088306366299,Winston Salem,1.0,99.990395429895,6,0.576327,0.4,Image,19.3336345446331,Central Time (US & Canada),-21600,"GABBI4CHRIST

RT @TPNNtweets: #Obama supporters
shocked, angry at new tax increases
http://t.co/IMpkeaf1 #ObamaTaxHikes
#FiscalCliff #MY2K #TeaParty #p2
#dems",279,http://www.youravon.com/bcreeson,2193.35278320313,2162.96948242188
billk77,billk77,2058.205548,0.000648,0.159770114942529,http://twitter.com/billk77,Open Twitter Page for This Person,,0.000222,1806,3114,2834,86,http://a0.twimg.com/profile_images/3067719107/754490d7614553f48a63f35698fc9720_normal.jpeg,9,1/24/2009 8:18:46 AM,billk77,79.8808921949644,,1.0,99.7633099854122,26,1.231825,0.166666666666667,Image,192.726263473827,Eastern Time (US & Canada),-18000,"billk77

RT @boogiefinger: Fast and Furious
#Obama Arms Cartel With #AssaultWeapons
http://t.co/qpzuUjKu http://t.co/aTOZ14Zp
#stribpol #lnyhbt #tcot #my2k #mtp
#p2",39189,,3466.84814453125,4632.28125
NanaOxford,NanaOxford,550.570182,0.000621,0.194736842105263,http://twitter.com/NanaOxford,Open Twitter Page for This Person,"Conservative Native American, History Buff, Wife of 41 years, Mother of 4, Nana to 8 Grandchildren.",8.4E-05,4,1001,519,207,http://a0.twimg.com/profile_images/3075161306/7bdc3d23fb38695946f6a0115ba61268_normal.jpeg,9,6/4/2011 11:41:13 PM,NanaOxford,15.4457244351399,,1.0,99.9566541575261,19,0.881845,0.4,Image,45.0970115536049,,,"NanaOxford

RT @boogiefinger: Fast and Furious
#Obama Arms Cartel With #AssaultWeapons
http://t.co/qpzuUjKu http://t.co/aTOZ14Zp
#stribpol #lnyhbt #tcot #my2k #mtp
#p2",15503,,3034.50170898438,5919.20263671875
kevindandy1,kevindandy1,0.291946,0.000524,0.166666666666667,http://twitter.com/kevindandy1,Open Twitter Page for This Person,,1.6E-05,118,93,66,547,http://a0.twimg.com/profile_images/3043293682/fbe5980c2c888ffa70df00f355f85cae_normal.jpeg,2,3/23/2012 11:44:10 PM,kevindandy1,2.83702854088485,,1.0,99.9944878119397,3,0.249041,0.666666666666667,Image,16.2088685212677,,,"kevindandy1

RT @boogiefinger: Fast and Furious
#Obama Arms Cartel With #AssaultWeapons
http://t.co/qpzuUjKu http://t.co/aTOZ14Zp
#stribpol #lnyhbt #tcot #my2k #mtp
#p2",1250,,1420.79174804688,3870.083984375
swell,swell,3.244981,0.000498,0.5,http://twitter.com/swell,Open Twitter Page for This Person,"Musician, avid Cyclist, Certified Leftneck & Beer Drinker. I follow Wisconsin People!",0.000936,6285,479,873,499,http://a0.twimg.com/profile_images/1083924887/SwellReal_normal.jpg,8,4/13/2007 2:58:08 PM,swell,25.2988775180677,"Wisconsin Dells, Wisconsin",2.0,99.9270887852028,4,0.386742,0.25,Image,67.6718518040405,Central Time (US & Canada),-21600,"swell

RT @CAFalk: Please Share:Nominate
Paul Krugman for Treasury Secretary
http://t.co/m5PwXxVr @signon #Connecttheleft
#wiunion #p2 #ows #my2k #Forward",50609,,6300.07373046875,4952.60791015625
